species,length,weight,w_l_ratio,species_Encoded,lengthNorm,weightNorm,cluster
Puntius lateristriga,14.12,2.62,0.19,6,0.39999999999999997,0.21673003802281376,2
Puntius lateristriga,13.94,2.52,0.18,6,0.39072164948453597,0.17870722433460084,2
Puntius lateristriga,14.44,2.61,0.18,6,0.41649484536082465,0.21292775665399244,2
Puntius lateristriga,11.16,2.61,0.23,6,0.2474226804123711,0.21292775665399244,2
Puntius lateristriga,14.85,2.76,0.19,6,0.4376288659793814,0.2699619771863119,2
Puntius lateristriga,13.4,2.71,0.2,6,0.3628865979381443,0.25095057034220536,2
Puntius lateristriga,11.91,2.75,0.23,6,0.28608247422680405,0.26615969581749066,2
Puntius lateristriga,12.31,2.63,0.21,6,0.306701030927835,0.22053231939163498,2
Puntius lateristriga,11.44,2.63,0.23,6,0.2618556701030927,0.22053231939163498,2
Puntius lateristriga,9.75,2.57,0.26,6,0.1747422680412371,0.19771863117870725,2
Puntius lateristriga,15.26,2.74,0.18,6,0.4587628865979381,0.26235741444866945,2
Puntius lateristriga,12.8,2.59,0.2,6,0.3319587628865979,0.2053231939163498,2
Puntius lateristriga,11.29,2.58,0.23,6,0.2541237113402061,0.20152091254752857,2
Puntius lateristriga,12.85,2.61,0.2,6,0.3345360824742268,0.21292775665399244,2
Puntius lateristriga,11.91,2.61,0.22,6,0.28608247422680405,0.21292775665399244,2
Puntius lateristriga,13.55,2.61,0.19,6,0.3706185567010309,0.21292775665399244,2
Puntius lateristriga,13.59,2.57,0.19,6,0.372680412371134,0.19771863117870725,2
Puntius lateristriga,10.44,2.56,0.25,6,0.21030927835051544,0.19391634980988603,2
Puntius lateristriga,11.02,2.54,0.23,6,0.2402061855670103,0.18631178707224338,2
Puntius lateristriga,13.2,2.66,0.2,6,0.3525773195876288,0.23193916349809907,2
Puntius lateristriga,13.58,2.64,0.19,6,0.3721649484536082,0.22433460076045642,2
Puntius lateristriga,14.61,2.59,0.18,6,0.42525773195876276,0.2053231939163498,2
Puntius lateristriga,13.46,2.67,0.2,6,0.36597938144329895,0.23574144486692028,2
Puntius lateristriga,13.92,2.64,0.19,6,0.38969072164948454,0.22433460076045642,2
Puntius lateristriga,12.48,2.62,0.21,6,0.31546391752577313,0.21673003802281376,2
Puntius lateristriga,14.11,2.64,0.19,6,0.3994845360824742,0.22433460076045642,2
Puntius lateristriga,12.34,2.65,0.21,6,0.30824742268041233,0.22813688212927763,2
Puntius lateristriga,11.21,2.63,0.23,6,0.25000000000000006,0.22053231939163498,2
Puntius lateristriga,12.1,2.57,0.21,6,0.2958762886597937,0.19771863117870725,2
Puntius lateristriga,12.4,2.69,0.22,6,0.31134020618556696,0.2433460076045627,2
Puntius lateristriga,12.35,2.59,0.21,6,0.3087628865979381,0.2053231939163498,2
Puntius lateristriga,12.16,2.56,0.21,6,0.29896907216494845,0.19391634980988603,2
Puntius lateristriga,11.76,2.61,0.22,6,0.2783505154639175,0.21292775665399244,2
Puntius lateristriga,13.91,2.72,0.2,6,0.38917525773195877,0.2547528517110268,2
Puntius lateristriga,13.06,2.67,0.2,6,0.345360824742268,0.23574144486692028,2
Puntius lateristriga,14.81,2.67,0.18,6,0.4355670103092783,0.23574144486692028,2
Puntius lateristriga,13.94,2.62,0.19,6,0.39072164948453597,0.21673003802281376,2
Puntius lateristriga,13.32,2.57,0.19,6,0.35876288659793815,0.19771863117870725,2
Puntius lateristriga,10.33,2.55,0.25,6,0.20463917525773195,0.1901140684410646,2
Puntius lateristriga,13.96,2.67,0.19,6,0.3917525773195876,0.23574144486692028,2
Puntius lateristriga,12.49,2.66,0.21,6,0.3159793814432989,0.23193916349809907,2
Puntius lateristriga,13.37,2.66,0.2,6,0.3613402061855669,0.23193916349809907,2
Puntius lateristriga,12.37,2.65,0.21,6,0.30979381443298964,0.22813688212927763,2
Puntius lateristriga,10.46,2.59,0.25,6,0.21134020618556698,0.2053231939163498,2
Puntius lateristriga,11.52,2.65,0.23,6,0.26597938144329897,0.22813688212927763,2
Puntius lateristriga,11.99,2.67,0.22,6,0.29020618556701033,0.23574144486692028,2
Puntius lateristriga,14.06,2.62,0.19,6,0.39690721649484534,0.21673003802281376,2
Puntius lateristriga,11.47,2.59,0.23,6,0.2634020618556701,0.2053231939163498,2
Puntius lateristriga,14.2,2.71,0.19,6,0.40412371134020614,0.25095057034220536,2
Puntius lateristriga,12.98,2.62,0.2,6,0.3412371134020618,0.21673003802281376,2
Puntius lateristriga,13.36,2.63,0.2,6,0.3608247422680411,0.22053231939163498,2
Puntius lateristriga,14.34,2.68,0.19,6,0.41134020618556694,0.2395437262357415,2
Puntius lateristriga,11.77,2.66,0.23,6,0.27886597938144325,0.23193916349809907,2
Puntius lateristriga,13.29,2.61,0.2,6,0.3572164948453607,0.21292775665399244,2
Puntius lateristriga,14.76,2.67,0.18,6,0.43298969072164945,0.23574144486692028,2
Puntius lateristriga,10.86,2.63,0.24,6,0.23195876288659784,0.22053231939163498,2
Puntius lateristriga,13.54,2.6,0.19,6,0.3701030927835051,0.20912547528517123,2
Puntius lateristriga,11.68,2.62,0.22,6,0.2742268041237113,0.21673003802281376,2
Puntius lateristriga,14.54,2.65,0.18,6,0.42164948453608236,0.22813688212927763,2
Puntius lateristriga,13.59,2.59,0.19,6,0.372680412371134,0.2053231939163498,2
Puntius lateristriga,10.48,2.6,0.25,6,0.21237113402061852,0.20912547528517123,2
Puntius lateristriga,14.2,2.68,0.19,6,0.40412371134020614,0.2395437262357415,2
Puntius lateristriga,11.26,2.58,0.23,6,0.2525773195876288,0.20152091254752857,2
Puntius lateristriga,12.03,2.6,0.22,6,0.2922680412371133,0.20912547528517123,2
Puntius lateristriga,12.93,2.64,0.2,6,0.33865979381443295,0.22433460076045642,2
Puntius lateristriga,10.53,2.58,0.25,6,0.21494845360824738,0.20152091254752857,2
Puntius lateristriga,14.25,2.68,0.19,6,0.406701030927835,0.2395437262357415,2
Puntius lateristriga,12.37,2.64,0.21,6,0.30979381443298964,0.22433460076045642,2
Puntius lateristriga,12.09,2.61,0.22,6,0.29536082474226805,0.21292775665399244,2
Puntius lateristriga,13.17,2.61,0.2,6,0.35103092783505147,0.21292775665399244,2
Puntius lateristriga,13.77,2.67,0.19,6,0.38195876288659786,0.23574144486692028,2
Puntius lateristriga,12.15,2.57,0.21,6,0.2984536082474227,0.19771863117870725,2
Puntius lateristriga,13.35,2.62,0.2,6,0.36030927835051546,0.21673003802281376,2
Puntius lateristriga,14.96,2.65,0.18,6,0.443298969072165,0.22813688212927763,2
Puntius lateristriga,11.92,2.64,0.22,6,0.2865979381443298,0.22433460076045642,2
Puntius lateristriga,12.92,2.59,0.2,6,0.3381443298969072,0.2053231939163498,2
Puntius lateristriga,10.6,2.55,0.24,6,0.21855670103092778,0.1901140684410646,2
Puntius lateristriga,13.48,2.69,0.2,6,0.3670103092783505,0.2433460076045627,2
Puntius lateristriga,14.41,2.61,0.18,6,0.41494845360824734,0.21292775665399244,2
Puntius lateristriga,14.7,2.61,0.18,6,0.4298969072164948,0.21292775665399244,2
Puntius lateristriga,10.92,2.6,0.24,6,0.23505154639175257,0.20912547528517123,2
Puntius lateristriga,12.87,2.67,0.21,6,0.3355670103092783,0.23574144486692028,2
Puntius lateristriga,9.77,2.6,0.27,6,0.17577319587628865,0.20912547528517123,2
Puntius lateristriga,13.33,2.66,0.2,6,0.3592783505154639,0.23193916349809907,2
Puntius lateristriga,12.9,2.63,0.2,6,0.33711340206185564,0.22053231939163498,2
Puntius lateristriga,12.45,2.64,0.21,6,0.3139175257731958,0.22433460076045642,2
Puntius lateristriga,13.54,2.69,0.2,6,0.3701030927835051,0.2433460076045627,2
Puntius lateristriga,14.39,2.7,0.19,6,0.4139175257731959,0.24714828897338414,2
Puntius lateristriga,14.22,2.65,0.19,6,0.4051546391752577,0.22813688212927763,2
Puntius lateristriga,14.92,2.7,0.18,6,0.4412371134020618,0.24714828897338414,2
Puntius lateristriga,11.03,2.58,0.23,6,0.24072164948453606,0.20152091254752857,2
Puntius lateristriga,13.89,2.71,0.2,6,0.3881443298969072,0.25095057034220536,2
Puntius lateristriga,12.0,2.58,0.22,6,0.2907216494845361,0.20152091254752857,2
Puntius lateristriga,14.68,2.72,0.19,6,0.4288659793814433,0.2547528517110268,2
Puntius lateristriga,13.87,2.69,0.19,6,0.38711340206185557,0.2433460076045627,2
Puntius lateristriga,13.98,2.64,0.19,6,0.39278350515463917,0.22433460076045642,2
Puntius lateristriga,10.83,2.54,0.23,6,0.23041237113402063,0.18631178707224338,2
Puntius lateristriga,13.76,2.61,0.19,6,0.3814432989690721,0.21292775665399244,2
Puntius lateristriga,12.86,2.68,0.21,6,0.33505154639175255,0.2395437262357415,2
Puntius lateristriga,12.81,2.58,0.2,6,0.3324742268041237,0.20152091254752857,2
Puntius lateristriga,13.34,2.6,0.19,6,0.3597938144329897,0.20912547528517123,2
Puntius lateristriga,13.24,2.61,0.2,6,0.354639175257732,0.21292775665399244,2
Puntius lateristriga,13.21,2.6,0.2,6,0.35309278350515466,0.20912547528517123,2
Puntius lateristriga,14.82,2.62,0.18,6,0.4360824742268041,0.21673003802281376,2
Puntius lateristriga,13.23,2.69,0.2,6,0.3541237113402062,0.2433460076045627,2
Puntius lateristriga,12.19,2.62,0.21,6,0.30051546391752576,0.21673003802281376,2
Puntius lateristriga,12.53,2.61,0.21,6,0.318041237113402,0.21292775665399244,2
Puntius lateristriga,13.77,2.6,0.19,6,0.38195876288659786,0.20912547528517123,2
Puntius lateristriga,12.67,2.65,0.21,6,0.3252577319587629,0.22813688212927763,2
Puntius lateristriga,10.21,2.58,0.25,6,0.1984536082474227,0.20152091254752857,2
Puntius lateristriga,11.82,2.62,0.22,6,0.2814432989690721,0.21673003802281376,2
Puntius lateristriga,14.48,2.57,0.18,6,0.41855670103092785,0.19771863117870725,2
Puntius lateristriga,12.48,2.61,0.21,6,0.31546391752577313,0.21292775665399244,2
Puntius lateristriga,14.15,2.69,0.19,6,0.4015463917525773,0.2433460076045627,2
Puntius lateristriga,14.4,2.71,0.19,6,0.4144329896907217,0.25095057034220536,2
Puntius lateristriga,12.75,2.62,0.21,6,0.32938144329896907,0.21673003802281376,2
Puntius lateristriga,11.3,2.59,0.23,6,0.254639175257732,0.2053231939163498,2
Puntius lateristriga,10.66,2.66,0.25,6,0.2216494845360824,0.23193916349809907,2
Puntius lateristriga,13.45,2.68,0.2,6,0.3654639175257732,0.2395437262357415,2
Puntius lateristriga,13.49,2.67,0.2,6,0.36752577319587626,0.23574144486692028,2
Puntius lateristriga,12.69,2.6,0.2,6,0.32628865979381433,0.20912547528517123,2
Puntius lateristriga,14.62,2.64,0.18,6,0.42577319587628853,0.22433460076045642,2
Puntius lateristriga,14.5,2.7,0.19,6,0.4195876288659794,0.24714828897338414,2
Puntius lateristriga,12.35,2.69,0.22,6,0.3087628865979381,0.2433460076045627,2
Puntius lateristriga,15.24,2.61,0.17,6,0.4577319587628866,0.21292775665399244,2
Puntius lateristriga,11.81,2.63,0.22,6,0.28092783505154634,0.22053231939163498,2
Puntius lateristriga,10.77,2.59,0.24,6,0.2273195876288659,0.2053231939163498,2
Puntius lateristriga,11.4,2.63,0.23,6,0.2597938144329897,0.22053231939163498,2
Puntius lateristriga,14.54,2.68,0.18,6,0.42164948453608236,0.2395437262357415,2
Puntius lateristriga,13.28,2.64,0.2,6,0.35670103092783495,0.22433460076045642,2
Puntius lateristriga,13.54,2.68,0.2,6,0.3701030927835051,0.2395437262357415,2
Puntius lateristriga,13.77,2.64,0.19,6,0.38195876288659786,0.22433460076045642,2
Puntius lateristriga,12.55,2.67,0.21,6,0.31907216494845364,0.23574144486692028,2
Puntius lateristriga,15.03,2.74,0.18,6,0.44690721649484527,0.26235741444866945,2
Puntius lateristriga,12.98,2.6,0.2,6,0.3412371134020618,0.20912547528517123,2
Puntius lateristriga,13.07,2.59,0.2,6,0.34587628865979375,0.2053231939163498,2
Puntius lateristriga,12.73,2.64,0.21,6,0.3283505154639175,0.22433460076045642,2
Puntius lateristriga,13.76,2.69,0.2,6,0.3814432989690721,0.2433460076045627,2
Puntius lateristriga,14.11,2.65,0.19,6,0.3994845360824742,0.22813688212927763,2
Puntius lateristriga,14.76,2.64,0.18,6,0.43298969072164945,0.22433460076045642,2
Puntius lateristriga,13.37,2.69,0.2,6,0.3613402061855669,0.2433460076045627,2
Puntius lateristriga,11.81,2.66,0.22,6,0.28092783505154634,0.23193916349809907,2
Puntius lateristriga,13.22,2.64,0.2,6,0.35360824742268043,0.22433460076045642,2
Puntius lateristriga,11.85,2.6,0.22,6,0.2829896907216494,0.20912547528517123,2
Puntius lateristriga,11.56,2.54,0.22,6,0.26804123711340205,0.18631178707224338,2
Puntius lateristriga,12.76,2.63,0.21,6,0.32989690721649484,0.22053231939163498,2
Puntius lateristriga,10.86,2.64,0.24,6,0.23195876288659784,0.22433460076045642,2
Puntius lateristriga,13.07,2.6,0.2,6,0.34587628865979375,0.20912547528517123,2
Puntius lateristriga,12.53,2.64,0.21,6,0.318041237113402,0.22433460076045642,2
Puntius lateristriga,14.03,2.64,0.19,6,0.395360824742268,0.22433460076045642,2
Puntius lateristriga,12.4,2.66,0.21,6,0.31134020618556696,0.23193916349809907,2
Puntius lateristriga,13.07,2.65,0.2,6,0.34587628865979375,0.22813688212927763,2
Puntius lateristriga,13.98,2.7,0.19,6,0.39278350515463917,0.24714828897338414,2
Puntius lateristriga,12.76,2.6,0.2,6,0.32989690721649484,0.20912547528517123,2
Puntius lateristriga,12.68,2.61,0.21,6,0.32577319587628856,0.21292775665399244,2
Puntius lateristriga,12.91,2.67,0.21,6,0.3376288659793814,0.23574144486692028,2
Puntius lateristriga,14.68,2.66,0.18,6,0.4288659793814433,0.23193916349809907,2
Puntius lateristriga,15.01,2.61,0.17,6,0.44587628865979373,0.21292775665399244,2
Puntius lateristriga,14.59,2.7,0.19,6,0.42422680412371133,0.24714828897338414,2
Puntius lateristriga,10.82,2.63,0.24,6,0.22989690721649486,0.22053231939163498,2
Puntius lateristriga,10.98,2.59,0.24,6,0.2381443298969072,0.2053231939163498,2
Puntius lateristriga,10.96,2.56,0.23,6,0.23711340206185566,0.19391634980988603,2
Puntius lateristriga,12.59,2.64,0.21,6,0.3211340206185566,0.22433460076045642,2
Puntius lateristriga,11.11,2.6,0.23,6,0.24484536082474223,0.20912547528517123,2
Puntius lateristriga,11.98,2.62,0.22,6,0.28969072164948456,0.21673003802281376,2
Puntius lateristriga,12.96,2.57,0.2,6,0.34020618556701027,0.19771863117870725,2
Puntius lateristriga,11.36,2.56,0.23,6,0.2577319587628865,0.19391634980988603,2
Puntius lateristriga,11.64,2.58,0.22,6,0.2721649484536082,0.20152091254752857,2
Puntius lateristriga,15.41,2.67,0.17,6,0.4664948453608247,0.23574144486692028,2
Puntius lateristriga,13.56,2.56,0.19,6,0.37113402061855666,0.19391634980988603,2
Puntius lateristriga,14.28,2.64,0.19,6,0.4082474226804123,0.22433460076045642,2
Puntius lateristriga,12.09,2.66,0.22,6,0.29536082474226805,0.23193916349809907,2
Puntius lateristriga,13.5,2.61,0.19,6,0.36804123711340203,0.21292775665399244,2
Puntius lateristriga,11.91,2.65,0.22,6,0.28608247422680405,0.22813688212927763,2
Puntius lateristriga,14.2,2.59,0.18,6,0.40412371134020614,0.2053231939163498,2
Puntius lateristriga,13.31,2.56,0.19,6,0.3582474226804124,0.19391634980988603,2
Puntius lateristriga,14.72,2.62,0.18,6,0.43092783505154636,0.21673003802281376,2
Puntius lateristriga,14.06,2.65,0.19,6,0.39690721649484534,0.22813688212927763,2
Puntius lateristriga,11.41,2.66,0.23,6,0.2603092783505155,0.23193916349809907,2
Puntius lateristriga,13.47,2.67,0.2,6,0.3664948453608247,0.23574144486692028,2
Puntius lateristriga,14.24,2.67,0.19,6,0.4061855670103092,0.23574144486692028,2
Puntius lateristriga,12.02,2.63,0.22,6,0.29175257731958754,0.22053231939163498,2
Puntius lateristriga,12.75,2.59,0.2,6,0.32938144329896907,0.2053231939163498,2
Puntius lateristriga,15.19,2.69,0.18,6,0.4551546391752576,0.2433460076045627,2
Puntius lateristriga,14.44,2.68,0.19,6,0.41649484536082465,0.2395437262357415,2
Puntius lateristriga,13.64,2.61,0.19,6,0.37525773195876283,0.21292775665399244,2
Puntius lateristriga,12.09,2.72,0.22,6,0.29536082474226805,0.2547528517110268,2
Puntius lateristriga,13.3,2.66,0.2,6,0.3577319587628866,0.23193916349809907,2
Puntius lateristriga,11.71,2.6,0.22,6,0.2757731958762886,0.20912547528517123,2
Puntius lateristriga,13.1,2.66,0.2,6,0.34742268041237107,0.23193916349809907,2
Puntius lateristriga,14.08,2.66,0.19,6,0.3979381443298969,0.23193916349809907,2
Puntius lateristriga,13.44,2.71,0.2,6,0.3649484536082474,0.25095057034220536,2
Puntius lateristriga,12.84,2.64,0.21,6,0.334020618556701,0.22433460076045642,2
Puntius lateristriga,12.08,2.55,0.21,6,0.2948453608247423,0.1901140684410646,2
Puntius lateristriga,13.75,2.61,0.19,6,0.3809278350515463,0.21292775665399244,2
Puntius lateristriga,14.8,2.68,0.18,6,0.43505154639175253,0.2395437262357415,2
Puntius lateristriga,12.35,2.61,0.21,6,0.3087628865979381,0.21292775665399244,2
Puntius lateristriga,14.86,2.63,0.18,6,0.43814432989690716,0.22053231939163498,2
Puntius lateristriga,15.01,2.66,0.18,6,0.44587628865979373,0.23193916349809907,2
Puntius lateristriga,12.58,2.67,0.21,6,0.32061855670103084,0.23574144486692028,2
Puntius lateristriga,13.65,2.62,0.19,6,0.3757731958762886,0.21673003802281376,2
Puntius lateristriga,12.08,2.63,0.22,6,0.2948453608247423,0.22053231939163498,2
Puntius lateristriga,12.84,2.63,0.2,6,0.334020618556701,0.22053231939163498,2
Puntius lateristriga,13.51,2.61,0.19,6,0.3685567010309278,0.21292775665399244,2
Puntius lateristriga,13.41,2.55,0.19,6,0.3634020618556701,0.1901140684410646,2
Puntius lateristriga,14.2,2.61,0.18,6,0.40412371134020614,0.21292775665399244,2
Puntius lateristriga,11.23,2.65,0.24,6,0.2510309278350515,0.22813688212927763,2
Puntius lateristriga,12.04,2.59,0.21,6,0.2927835051546391,0.2053231939163498,2
Puntius lateristriga,13.45,2.63,0.2,6,0.3654639175257732,0.22053231939163498,2
Puntius lateristriga,12.67,2.66,0.21,6,0.3252577319587629,0.23193916349809907,2
Puntius lateristriga,14.37,2.67,0.19,6,0.41288659793814425,0.23574144486692028,2
Puntius lateristriga,11.36,2.54,0.22,6,0.2577319587628865,0.18631178707224338,2
Puntius lateristriga,14.47,2.63,0.18,6,0.4180412371134021,0.22053231939163498,2
Puntius lateristriga,11.24,2.59,0.23,6,0.25154639175257726,0.2053231939163498,2
Puntius lateristriga,14.3,2.66,0.19,6,0.40927835051546396,0.23193916349809907,2
Puntius lateristriga,13.31,2.63,0.2,6,0.3582474226804124,0.22053231939163498,2
Puntius lateristriga,13.75,2.66,0.19,6,0.3809278350515463,0.23193916349809907,2
Puntius lateristriga,14.25,2.66,0.19,6,0.406701030927835,0.23193916349809907,2
Puntius lateristriga,14.76,2.6,0.18,6,0.43298969072164945,0.20912547528517123,2
Puntius lateristriga,11.54,2.6,0.23,6,0.2670103092783504,0.20912547528517123,2
Puntius lateristriga,12.48,2.66,0.21,6,0.31546391752577313,0.23193916349809907,2
Puntius lateristriga,12.0,2.68,0.22,6,0.2907216494845361,0.2395437262357415,2
Puntius lateristriga,11.73,2.64,0.22,6,0.27680412371134017,0.22433460076045642,2
Puntius lateristriga,13.48,2.62,0.19,6,0.3670103092783505,0.21673003802281376,2
Puntius lateristriga,13.66,2.66,0.19,6,0.3762886597938144,0.23193916349809907,2
Puntius lateristriga,14.3,2.64,0.18,6,0.40927835051546396,0.22433460076045642,2
Puntius lateristriga,12.04,2.62,0.22,6,0.2927835051546391,0.21673003802281376,2
Puntius lateristriga,14.19,2.66,0.19,6,0.40360824742268037,0.23193916349809907,2
Puntius lateristriga,15.16,2.7,0.18,6,0.4536082474226804,0.24714828897338414,2
Puntius lateristriga,14.47,2.72,0.19,6,0.4180412371134021,0.2547528517110268,2
Puntius lateristriga,10.74,2.59,0.24,6,0.2257731958762887,0.2053231939163498,2
Puntius lateristriga,11.44,2.61,0.23,6,0.2618556701030927,0.21292775665399244,2
Puntius lateristriga,13.28,2.67,0.2,6,0.35670103092783495,0.23574144486692028,2
Puntius lateristriga,13.07,2.64,0.2,6,0.34587628865979375,0.22433460076045642,2
Puntius lateristriga,13.64,2.55,0.19,6,0.37525773195876283,0.1901140684410646,2
Puntius lateristriga,12.9,2.69,0.21,6,0.33711340206185564,0.2433460076045627,2
Puntius lateristriga,13.95,2.61,0.19,6,0.39123711340206174,0.21292775665399244,2
Puntius lateristriga,12.88,2.6,0.2,6,0.3360824742268041,0.20912547528517123,2
Puntius lateristriga,15.22,2.69,0.18,6,0.45670103092783504,0.2433460076045627,2
Puntius lateristriga,12.46,2.62,0.21,6,0.3144329896907217,0.21673003802281376,2
Puntius lateristriga,15.22,2.65,0.17,6,0.45670103092783504,0.22813688212927763,2
Puntius lateristriga,13.61,2.68,0.2,6,0.3737113402061855,0.2395437262357415,2
Puntius lateristriga,12.16,2.63,0.22,6,0.29896907216494845,0.22053231939163498,2
Puntius lateristriga,11.57,2.61,0.23,6,0.2685567010309278,0.21292775665399244,2
Puntius lateristriga,11.94,2.71,0.23,6,0.28762886597938137,0.25095057034220536,2
Puntius lateristriga,12.99,2.53,0.19,6,0.3417525773195876,0.18250950570342206,2
Puntius lateristriga,14.86,2.71,0.18,6,0.43814432989690716,0.25095057034220536,2
Puntius lateristriga,11.47,2.61,0.23,6,0.2634020618556701,0.21292775665399244,2
Puntius lateristriga,14.89,2.67,0.18,6,0.4396907216494845,0.23574144486692028,2
Puntius lateristriga,15.2,2.7,0.18,6,0.4556701030927834,0.24714828897338414,2
Puntius lateristriga,11.07,2.6,0.24,6,0.24278350515463915,0.20912547528517123,2
Puntius lateristriga,14.23,2.65,0.19,6,0.40567010309278345,0.22813688212927763,2
Puntius lateristriga,14.1,2.61,0.18,6,0.3989690721649484,0.21292775665399244,2
Puntius lateristriga,15.15,2.62,0.17,6,0.45309278350515464,0.21673003802281376,2
Puntius lateristriga,12.52,2.62,0.21,6,0.3175257731958762,0.21673003802281376,2
Puntius lateristriga,11.68,2.6,0.22,6,0.2742268041237113,0.20912547528517123,2
Puntius lateristriga,14.51,2.63,0.18,6,0.42010309278350505,0.22053231939163498,2
Puntius lateristriga,11.97,2.62,0.22,6,0.2891752577319588,0.21673003802281376,2
Puntius lateristriga,13.72,2.67,0.19,6,0.3793814432989691,0.23574144486692028,2
Puntius lateristriga,13.15,2.6,0.2,6,0.35000000000000003,0.20912547528517123,2
Puntius lateristriga,14.45,2.69,0.19,6,0.4170103092783504,0.2433460076045627,2
Puntius lateristriga,14.15,2.63,0.19,6,0.4015463917525773,0.22053231939163498,2
Puntius lateristriga,13.92,2.66,0.19,6,0.38969072164948454,0.23193916349809907,2
Puntius lateristriga,14.65,2.65,0.18,6,0.42731958762886596,0.22813688212927763,2
Puntius lateristriga,11.88,2.64,0.22,6,0.28453608247422685,0.22433460076045642,2
Puntius lateristriga,14.04,2.64,0.19,6,0.3958762886597937,0.22433460076045642,2
Puntius lateristriga,14.09,2.64,0.19,6,0.39845360824742265,0.22433460076045642,2
Puntius lateristriga,13.74,2.65,0.19,6,0.38041237113402054,0.22813688212927763,2
Puntius lateristriga,13.94,2.63,0.19,6,0.39072164948453597,0.22053231939163498,2
Puntius lateristriga,14.83,2.63,0.18,6,0.43659793814432984,0.22053231939163498,2
Puntius lateristriga,11.36,2.66,0.23,6,0.2577319587628865,0.23193916349809907,2
Puntius lateristriga,13.61,2.62,0.19,6,0.3737113402061855,0.21673003802281376,2
Puntius lateristriga,13.26,2.66,0.2,6,0.3556701030927834,0.23193916349809907,2
Puntius lateristriga,11.48,2.67,0.23,6,0.2639175257731959,0.23574144486692028,2
Puntius lateristriga,13.82,2.65,0.19,6,0.3845360824742268,0.22813688212927763,2
Puntius lateristriga,14.39,2.61,0.18,6,0.4139175257731959,0.21292775665399244,2
Puntius lateristriga,14.24,2.71,0.19,6,0.4061855670103092,0.25095057034220536,2
Puntius lateristriga,10.65,2.61,0.24,6,0.22113402061855664,0.21292775665399244,2
Puntius lateristriga,14.06,2.61,0.19,6,0.39690721649484534,0.21292775665399244,2
Puntius lateristriga,14.17,2.7,0.19,6,0.4025773195876288,0.24714828897338414,2
Puntius lateristriga,11.05,2.51,0.23,6,0.2417525773195876,0.1749049429657794,2
Puntius lateristriga,13.18,2.58,0.2,6,0.35154639175257724,0.20152091254752857,2
Puntius lateristriga,13.64,2.72,0.2,6,0.37525773195876283,0.2547528517110268,2
Puntius lateristriga,13.97,2.61,0.19,6,0.3922680412371134,0.21292775665399244,2
Puntius lateristriga,14.41,2.65,0.18,6,0.41494845360824734,0.22813688212927763,2
Puntius lateristriga,12.77,2.56,0.2,6,0.3304123711340206,0.19391634980988603,2
Puntius lateristriga,10.91,2.64,0.24,6,0.2345360824742268,0.22433460076045642,2
Puntius lateristriga,13.56,2.58,0.19,6,0.37113402061855666,0.20152091254752857,2
Puntius lateristriga,12.05,2.53,0.21,6,0.29329896907216496,0.18250950570342206,2
Puntius lateristriga,14.01,2.59,0.18,6,0.3943298969072165,0.2053231939163498,2
Puntius lateristriga,12.44,2.66,0.21,6,0.31340206185567004,0.23193916349809907,2
Puntius lateristriga,13.45,2.64,0.2,6,0.3654639175257732,0.22433460076045642,2
Puntius lateristriga,14.37,2.63,0.18,6,0.41288659793814425,0.22053231939163498,2
Puntius lateristriga,13.73,2.65,0.19,6,0.3798969072164949,0.22813688212927763,2
Puntius lateristriga,13.61,2.67,0.2,6,0.3737113402061855,0.23574144486692028,2
Puntius lateristriga,13.01,2.65,0.2,6,0.3427835051546391,0.22813688212927763,2
Puntius lateristriga,14.52,2.66,0.18,6,0.4206185567010308,0.23193916349809907,2
Puntius lateristriga,12.12,2.6,0.21,6,0.29690721649484525,0.20912547528517123,2
Puntius lateristriga,12.9,2.6,0.2,6,0.33711340206185564,0.20912547528517123,2
Puntius lateristriga,14.66,2.63,0.18,6,0.42783505154639173,0.22053231939163498,2
Puntius lateristriga,13.17,2.68,0.2,6,0.35103092783505147,0.2395437262357415,2
Setipinna taty,16.77,3.03,0.18,7,0.5365979381443298,0.37262357414448666,2
Setipinna taty,17.35,3.11,0.18,7,0.5664948453608247,0.40304182509505704,2
Setipinna taty,18.01,3.16,0.18,7,0.6005154639175259,0.42205323193916355,2
Setipinna taty,16.47,3.15,0.19,7,0.5211340206185566,0.41825095057034234,2
Setipinna taty,17.43,3.21,0.18,7,0.5706185567010309,0.44106463878327007,2
Setipinna taty,18.23,3.2,0.18,7,0.6118556701030928,0.43726235741444885,2
Setipinna taty,16.58,3.04,0.18,7,0.5268041237113401,0.3764258555133081,2
Setipinna taty,19.25,3.14,0.16,7,0.6644329896907215,0.4144486692015211,2
Setipinna taty,17.27,3.14,0.18,7,0.5623711340206186,0.4144486692015211,2
Setipinna taty,18.46,3.32,0.18,7,0.6237113402061856,0.4828897338403043,2
Setipinna taty,19.33,3.14,0.16,7,0.6685567010309277,0.4144486692015211,2
Setipinna taty,17.53,3.12,0.18,7,0.5757731958762886,0.4068441064638785,2
Setipinna taty,18.16,3.11,0.17,7,0.6082474226804124,0.40304182509505704,2
Setipinna taty,17.67,3.07,0.17,7,0.5829896907216496,0.38783269961977196,2
Setipinna taty,18.26,3.06,0.17,7,0.6134020618556701,0.38403041825095074,2
Setipinna taty,16.06,3.25,0.2,7,0.49999999999999994,0.45627376425855515,2
Setipinna taty,17.5,3.12,0.18,7,0.5742268041237113,0.4068441064638785,2
